bests_hmu_0,bests_hsig_0,lows_hmu_0,lows_hsig_0,highs_hmu_0,highs_hsig_0
0.0008991677891205365,0.004309544820827868,-0.04327437147985897,-0.0568937919371115,0.048285898056429716,0.24257335908391944
-0.0013180080318287387,0.005498663968142521,-0.040625637436827435,-0.05020480228152163,0.0407026846647496,0.22542763103188737
0.0019519657157190612,-0.00022279658909016148,-0.04534678119676139,-0.05233633975861853,0.0418198232989613,0.22504523858647674
-0.0030954422777027977,0.0021140948674317063,-0.03997212506441473,-0.04889552382885116,0.040337329568131845,0.22230662465727144
0.00012300977635672895,0.0010200314303416397,-0.039648121282716005,-0.046706083119103355,0.04175565641795286,0.20848991772060585
-0.001226457735575208,0.003822447085781282,-0.03861154335961911,-0.04379924610795047,0.04231875608527038,0.2165710933355718
0.0010051884844537895,0.00193561435019152,-0.039937989569613024,-0.04849844038550168,0.03475536941013692,0.2117505237334356
0.00032353823946208943,0.0016176431378270972,-0.033166581819031364,-0.04128248366193636,0.04159289199841254,0.2041391862267774
-0.0022806185070534963,-0.0007300870213322289,-0.03953427801364596,-0.04427195049018576,0.03404089244831447,0.21256589392678898
-0.001849350619458152,0.003229823048152163,-0.046662960293233746,-0.0475439359374093,0.03778095231737586,0.2089555846262069
0.0005625277874240781,0.002922943851586515,-0.03830033301087058,-0.045800506158533205,0.036266346583568664,0.19482891888160495
0.0011392085456476608,0.0038722111794071484,-0.03494714564087343,-0.04099363753834405,0.0380369052804102,0.21783855027738028
0.0009898187673100746,0.006414956995378299,-0.036180343993485437,-0.04456015803467995,0.04024025687410334,0.21813870588527037
0.000688933475070112,0.0022410164450023546,-0.04156794478391913,-0.04272706578712385,0.042414198263010607,0.22392756652218895
0.001294124959078853,0.00321909142310577,-0.036384977291945585,-0.03985635581608873,0.04113738675886754,0.2067980521158309
3.602746250829576e-05,0.00473686577470552,-0.03724337634501246,-0.037114338317340775,0.04328991066474352,0.2235665548401009
0.00039880301034878355,0.00550845913762207,-0.033076020011214374,-0.04210560081196512,0.0370310292916521,0.21533024287886016
0.0016572699701492136,0.004805856970302267,-0.03920058274849655,-0.04083452455029843,0.03906745472245668,0.20719306667199205
-0.0008904990912517382,0.004910670225697069,-0.04050784516472333,-0.04763325375187958,0.037821398412207455,0.2154640209033613
-0.0007205857440220937,0.007037016242161671,-0.03710297915309228,-0.0366808429745732,0.043151731575679995,0.20595396985792186
-0.000490592740858666,0.005146721371507568,-0.03906401994603396,-0.043977259480426446,0.03660928626357744,0.20123218287334016
-0.00011106863597898447,0.0017852223896910116,-0.03766341011363531,-0.04209803909042962,0.038259362402973174,0.21240511013667465
-0.0001413737013502922,0.004062079981079561,-0.036805526139097516,-0.04451524144951605,0.04159587740308791,0.2197052195924855
-0.0007502411643302009,0.005348609372368656,-0.03749423200836781,-0.03691879357173464,0.040817447144013,0.21990718241356327
-0.0014873305803692505,0.003822724970334947,-0.04001093108663573,-0.0363840541025537,0.0344442131436348,0.19791020758192432
-0.001922373251467205,0.0027640511911437536,-0.0411550771137891,-0.04357003434076983,0.04158278397742409,0.23642248803492982
-0.0013863855038496365,0.0003225719197506084,-0.03650262152024853,-0.041290976573953725,0.033992018006166774,0.1907586515283961
0.0003384305430885656,0.008179986926448925,-0.037384534215868716,-0.03456123521033376,0.03816560672145557,0.22245138778139328
-0.0006193999231508456,0.003657264191609425,-0.03547556116228741,-0.04064353413161255,0.04181685484186957,0.20535548912806745
0.0015507955314170666,0.0006892888702476515,-0.03412600255766418,-0.0457086279629573,0.038503330173467167,0.20437499737112738
-0.00030683171256374984,-0.00025300411254348433,-0.03764786365964039,-0.0381733444402346,0.03639725975647953,0.18718531254461093
-0.0003475139388156291,0.0017027021958085952,-0.03557692704756112,-0.03842795227531774,0.03738531440590221,0.21076549467385725
-5.028113644480813e-05,0.0021112390193453916,-0.03532933070533068,-0.040454617370598134,0.037837180149944805,0.18594195987229134
-0.0007693742414917827,0.0038818486675210795,-0.03885270379134577,-0.040660399656384155,0.03554356575443784,0.20395297251217642
0.0014006144736138035,0.0031979152186827403,-0.03331820441758616,-0.03743281521666332,0.037047455592112255,0.2023682264338688
-0.0007479350310335475,0.005199848322505367,-0.03613449763448233,-0.037745817979175894,0.03299475389355066,0.22012471980293902
-0.0005268231048857365,0.0042894862998698316,-0.0379677232219717,-0.03778549105304825,0.03696509200000579,0.18862379803281965
-0.001304318462913515,0.0027312209825020085,-0.04119297862362851,-0.040974034906325105,0.040323645170668054,0.22477816218854482
-0.0008038342836167701,0.0038384165184015715,-0.03341203850695231,-0.03627783149291466,0.036496851560208876,0.20951079797857816
-0.000820664862973247,0.004384882101206785,-0.036559003543618775,-0.03804821941171365,0.037127577254163976,0.21940159464642786
0.0013026148921801886,0.00170665306981643,-0.03457771707550779,-0.04126026063759618,0.03956229277837218,0.21102635824383636
-0.0010772623628924093,0.004056907711546036,-0.03319561525844206,-0.03859240474190515,0.034102011104684214,0.18904079253881106
0.0005534785303902002,0.005776155303931096,-0.03889152104992822,-0.036759170337397694,0.0332179633423591,0.20094086711676146
-0.001974672154229874,0.0028481558211651092,-0.038522927486329905,-0.04199726392576505,0.03909049957073101,0.21627070207093368
0.0007049135144812254,0.002212993245613522,-0.03694319679104354,-0.04525209981004043,0.03669152619062138,0.20815614047293965
